,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
69994,23434.0,C#,Kotlin,Microsoft SQL Server,PostgreSQL,Windows,Docker,Spring,React.js,IntelliJ
70001,23435.0,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
70012,23438.0,C,Go,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
70025,23442.0,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,React.js,React.js,Visual Studio Code
70032,23443.0,C#,C#,MariaDB,Microsoft SQL Server,Windows,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
70037,23448.0,C#,C#,MariaDB,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
70038,23448.0,Erlang,HTML/CSS,MongoDB,MySQL,Docker,iOS,jQuery,jQuery,Visual Studio
70044,23449.0,Assembly,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
70045,23449.0,Bash/Shell/PowerShell,C#,MongoDB,Firebase,Docker,Arduino,ASP.NET,ASP.NET,Visual Studio Code
70067,23453.0,Assembly,Assembly,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
70068,23453.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Docker,Arduino,Express,Django,IntelliJ
70069,23453.0,C,C,MySQL,MySQL,Linux,Docker,jQuery,Express,Notepad++
70070,23453.0,C++,C++,Oracle,Redis,Raspberry Pi,Kubernetes,Spring,Spring,PyCharm
70080,23455.0,Bash/Shell/PowerShell,Other(s):,MariaDB,Elasticsearch,Docker,AWS,Angular/Angular.js,React.js,PHPStorm
70088,23457.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,jQuery,Eclipse
70115,23465.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Linux,Docker,ASP.NET,React.js,IntelliJ
70116,23465.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,MacOS,Linux,React.js,Other(s):,Visual Studio
70124,23471.0,Bash/Shell/PowerShell,Dart,PostgreSQL,PostgreSQL,Android,Android,Ruby on Rails,Ruby on Rails,RubyMine
70134,23475.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Microsoft SQL Server,Arduino,Arduino,ASP.NET,Flask,Notepad++
70157,23480.0,HTML/CSS,C#,Microsoft SQL Server,Elasticsearch,Windows,Android,Drupal,Angular/Angular.js,Eclipse
70161,23482.0,C#,HTML/CSS,Elasticsearch,PostgreSQL,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Vim
70162,23482.0,HTML/CSS,Python,Microsoft SQL Server,Redis,Microsoft Azure,Docker,ASP.NET,Flask,Visual Studio
70166,23486.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,iOS,Angular/Angular.js,Angular/Angular.js,Visual Studio
70172,23488.0,HTML/CSS,C#,MariaDB,MariaDB,Linux,Android,Flask,Flask,Android Studio
70173,23488.0,Java,Go,MongoDB,MongoDB,Slack,Google Cloud Platform,jQuery,jQuery,Eclipse
70174,23488.0,JavaScript,HTML/CSS,MySQL,MySQL,Windows,Kubernetes,Vue.js,Vue.js,Sublime Text
70181,23490.0,HTML/CSS,Python,MongoDB,MongoDB,AWS,AWS,Express,Express,IntelliJ
70182,23490.0,JavaScript,TypeScript,Redis,Redis,Docker,Docker,React.js,React.js,Visual Studio Code
70203,23504.0,Java,C,Firebase,Firebase,Android,Android,Express,Express,Android Studio
70204,23504.0,JavaScript,C++,MongoDB,MongoDB,Google Cloud Platform,iOS,React.js,React.js,IntelliJ
70207,23507.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Windows,Docker,ASP.NET,Angular/Angular.js,Visual Studio
70216,23508.0,Bash/Shell/PowerShell,C#,MongoDB,MongoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
70223,23511.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
70224,23511.0,C,C,MongoDB,MongoDB,AWS,AWS,Express,Django,IntelliJ
70240,23513.0,HTML/CSS,HTML/CSS,MySQL,MongoDB,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
70254,23518.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,Android,Android,jQuery,Express,Android Studio
70255,23518.0,Go,C,MongoDB,Microsoft SQL Server,AWS,AWS,Ruby on Rails,jQuery,Sublime Text
70256,23518.0,HTML/CSS,Elixir,Microsoft SQL Server,PostgreSQL,Google Cloud Platform,Heroku,Vue.js,Ruby on Rails,TextMate
70267,23520.0,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,AWS,AWS,Django,Django,IPython / Jupyter
70268,23520.0,Java,Python,PostgreSQL,PostgreSQL,Docker,Docker,Flask,Flask,PyCharm
70269,23520.0,Python,Rust,Redis,Redis,Linux,Kubernetes,Vue.js,Vue.js,Vim
70272,23522.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
70282,23524.0,C++,Go,Firebase,Firebase,Android,iOS,React.js,React.js,IntelliJ
70283,23524.0,Go,Java,PostgreSQL,PostgreSQL,iOS,Linux,Vue.js,Vue.js,IPython / Jupyter
70288,23525.0,C++,C++,MongoDB,MongoDB,Linux,Android,Angular/Angular.js,Django,IPython / Jupyter
70294,23526.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Microsoft Azure,AWS,ASP.NET,ASP.NET,Notepad++
70295,23526.0,C#,C#,Microsoft SQL Server,Firebase,Windows,Docker,Vue.js,Express,Visual Studio
70309,23530.0,Clojure,Go,PostgreSQL,PostgreSQL,AWS,AWS,React.js,React.js,IntelliJ
70315,23532.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Android,Django,Laravel,Android Studio
70316,23532.0,Java,Go,PostgreSQL,PostgreSQL,AWS,AWS,Flask,Other(s):,Visual Studio Code
70321,23533.0,C#,Dart,Firebase,MongoDB,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
70329,23536.0,Bash/Shell/PowerShell,Python,MongoDB,Microsoft SQL Server,IBM Cloud or Watson,IBM Cloud or Watson,ASP.NET,Django,IPython / Jupyter
70336,23541.0,HTML/CSS,HTML/CSS,MySQL,DynamoDB,AWS,AWS,jQuery,jQuery,Eclipse
70340,23543.0,C,C,MySQL,MySQL,AWS,AWS,Flask,React.js,Emacs
70341,23543.0,Clojure,Clojure,PostgreSQL,PostgreSQL,Docker,Docker,React.js,Ruby on Rails,Vim
70354,23548.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,AWS,jQuery,jQuery,IntelliJ
70355,23548.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Windows,Docker,Spring,Spring,Notepad++
70360,23549.0,Java,Kotlin,DynamoDB,MongoDB,AWS,Heroku,Other(s):,Spring,Atom
70378,23558.0,HTML/CSS,Kotlin,MySQL,Oracle,iOS,Android,jQuery,jQuery,Notepad++
70414,23568.0,Bash/Shell/PowerShell,C++,Cassandra,Cassandra,AWS,AWS,ASP.NET,Angular/Angular.js,Atom
70422,23569.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Android,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
70423,23569.0,JavaScript,JavaScript,PostgreSQL,PostgreSQL,AWS,Google Cloud Platform,Django,Django,PyCharm
70428,23570.0,HTML/CSS,Go,Firebase,Elasticsearch,Docker,AWS,Express,Django,Visual Studio Code
70432,23573.0,Assembly,HTML/CSS,Cassandra,Cassandra,AWS,AWS,jQuery,Spring,IntelliJ
70442,23574.0,Java,JavaScript,DynamoDB,Elasticsearch,Android,AWS,Django,React.js,IPython / Jupyter
70447,23575.0,Java,Java,Firebase,Firebase,Android,Android,jQuery,jQuery,Android Studio
70448,23575.0,PHP,Kotlin,MySQL,MySQL,AWS,AWS,Laravel,Laravel,IntelliJ
70458,23578.0,Bash/Shell/PowerShell,C++,Microsoft SQL Server,MongoDB,Linux,Android,ASP.NET,ASP.NET,Eclipse
70464,23585.0,Bash/Shell/PowerShell,Java,MariaDB,Elasticsearch,Arduino,AWS,jQuery,Django,Atom
70474,23589.0,C#,C#,Cassandra,DynamoDB,Android,Android,jQuery,Angular/Angular.js,Android Studio
70475,23589.0,HTML/CSS,Go,Firebase,Elasticsearch,AWS,AWS,Laravel,jQuery,IntelliJ
70476,23589.0,JavaScript,HTML/CSS,MariaDB,Firebase,Google Cloud Platform,Google Cloud Platform,React.js,Laravel,PHPStorm
70484,23591.0,HTML/CSS,Go,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Express,Sublime Text
70485,23591.0,Java,HTML/CSS,Microsoft SQL Server,MySQL,AWS,AWS,Express,jQuery,Visual Studio Code
70486,23591.0,JavaScript,JavaScript,MySQL,PostgreSQL,Docker,Docker,jQuery,Laravel,Xcode
70494,23592.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,jQuery,jQuery,NetBeans
70495,23592.0,HTML/CSS,HTML/CSS,Oracle,MySQL,Linux,Linux,React.js,React.js,Sublime Text
70506,23598.0,Bash/Shell/PowerShell,Go,Other(s):,Elasticsearch,Linux,AWS,Spring,Spring,Eclipse
70511,23599.0,C#,C#,Microsoft SQL Server,PostgreSQL,Linux,Arduino,ASP.NET,ASP.NET,Sublime Text
70512,23599.0,HTML/CSS,HTML/CSS,MySQL,SQLite,MacOS,AWS,jQuery,Django,Visual Studio
70522,23600.0,HTML/CSS,HTML/CSS,Oracle,Oracle,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
70523,23600.0,Java,Java,PostgreSQL,PostgreSQL,Docker,Docker,Spring,Spring,Visual Studio Code
70527,23608.0,HTML/CSS,C++,Oracle,MongoDB,Slack,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
70540,23615.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Linux,Linux,Other(s):,Other(s):,Eclipse
70546,23617.0,C#,C,Firebase,Firebase,Android,Android,Express,Express,Android Studio
70552,23619.0,Go,Bash/Shell/PowerShell,MySQL,Elasticsearch,Linux,Android,jQuery,Flask,IntelliJ
70553,23619.0,HTML/CSS,Elixir,PostgreSQL,Redis,Slack,AWS,Laravel,Laravel,PHPStorm
70557,23623.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MariaDB,Android,Linux,Angular/Angular.js,Angular/Angular.js,Android Studio
70558,23623.0,C++,C#,SQLite,SQLite,Linux,Windows,Express,React.js,Sublime Text
70566,23628.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Django,Angular/Angular.js,IntelliJ
70567,23628.0,C++,C++,MySQL,MySQL,Arduino,Docker,jQuery,jQuery,Notepad++
70568,23628.0,C#,C#,Oracle,Oracle,Linux,Linux,Laravel,Laravel,PHPStorm
70569,23628.0,HTML/CSS,HTML/CSS,Redis,PostgreSQL,Raspberry Pi,Windows,React.js,React.js,PyCharm
70576,23630.0,HTML/CSS,Elixir,Elasticsearch,DynamoDB,Docker,AWS,jQuery,React.js,IntelliJ
70582,23634.0,C#,C#,Microsoft SQL Server,Other(s):,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Vim
70587,23637.0,Bash/Shell/PowerShell,Assembly,MariaDB,DynamoDB,AWS,Android,ASP.NET,Angular/Angular.js,Notepad++
70588,23637.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,AWS,jQuery,ASP.NET,PHPStorm
70600,23650.0,HTML/CSS,Elixir,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,React.js,Android Studio
70601,23650.0,JavaScript,HTML/CSS,PostgreSQL,PostgreSQL,Arduino,Arduino,React.js,Ruby on Rails,Atom
70606,23651.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Elasticsearch,Docker,Docker,Django,Django,PyCharm
70607,23651.0,Java,Go,Redis,Redis,Google Cloud Platform,Google Cloud Platform,Flask,Flask,Sublime Text
70620,23654.0,Bash/Shell/PowerShell,HTML/CSS,Elasticsearch,DynamoDB,AWS,AWS,Django,Django,IntelliJ
70621,23654.0,HTML/CSS,JavaScript,MariaDB,Elasticsearch,Linux,Docker,Flask,Flask,PyCharm
70622,23654.0,JavaScript,Python,PostgreSQL,PostgreSQL,Slack,Kubernetes,jQuery,jQuery,Sublime Text
70625,23655.0,Java,C,Oracle,Redis,Docker,AWS,Spring,Spring,IntelliJ
70630,23661.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,AWS,AWS,jQuery,Django,Visual Studio Code
70637,23662.0,Assembly,Assembly,PostgreSQL,Elasticsearch,Linux,Docker,Django,Django,Emacs
70641,23663.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Sublime Text
70649,23668.0,HTML/CSS,Clojure,PostgreSQL,PostgreSQL,AWS,Android,React.js,Express,PyCharm
70658,23669.0,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,AWS,ASP.NET,ASP.NET,Notepad++
70664,23672.0,Assembly,C#,Microsoft SQL Server,Elasticsearch,Arduino,Arduino,ASP.NET,ASP.NET,Visual Studio Code
70673,23675.0,Java,Java,MySQL,MySQL,AWS,AWS,jQuery,React.js,IntelliJ
70674,23675.0,JavaScript,JavaScript,Oracle,Oracle,Linux,Linux,React.js,Spring,Visual Studio Code
70676,23676.0,HTML/CSS,HTML/CSS,Oracle,Elasticsearch,Linux,Docker,Django,Django,PyCharm
70677,23676.0,JavaScript,JavaScript,PostgreSQL,Firebase,MacOS,Google Cloud Platform,React.js,Flask,Visual Studio Code
70684,23680.0,Python,Python,PostgreSQL,PostgreSQL,Linux,Linux,Django,Django,Atom
70688,23682.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Heroku,Heroku,Angular/Angular.js,Angular/Angular.js,Vim
70689,23682.0,HTML/CSS,HTML/CSS,MongoDB,MongoDB,MacOS,MacOS,Express,Drupal,Visual Studio Code
70695,23683.0,Go,Dart,Elasticsearch,Cassandra,AWS,AWS,Django,Ruby on Rails,Sublime Text
70696,23683.0,Ruby,Go,MariaDB,Elasticsearch,Docker,Docker,jQuery,Vue.js,Vim
70701,23685.0,HTML/CSS,C,MySQL,MySQL,Linux,iOS,React.js,React.js,Emacs
70706,23686.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Django,Django,Visual Studio Code
70725,23693.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Linux,AWS,Drupal,Other(s):,PHPStorm
70733,23695.0,C#,C#,Microsoft SQL Server,MongoDB,Microsoft Azure,Arduino,ASP.NET,Angular/Angular.js,Visual Studio
70738,23696.0,Go,JavaScript,Cassandra,Cassandra,Google Cloud Platform,AWS,Express,Express,IntelliJ
70753,23702.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,MySQL,Linux,Arduino,jQuery,Angular/Angular.js,Eclipse
70759,23707.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
70760,23707.0,HTML/CSS,Go,MongoDB,DynamoDB,Docker,Docker,Spring,React.js,PyCharm
70767,23709.0,C#,C#,Microsoft SQL Server,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
70777,23712.0,Bash/Shell/PowerShell,Clojure,Couchbase,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
70785,23713.0,C#,C#,PostgreSQL,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
70789,23716.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,Linux,AWS,jQuery,jQuery,Visual Studio Code
70812,23723.0,HTML/CSS,Python,DynamoDB,MySQL,AWS,AWS,Angular/Angular.js,Django,PyCharm
70813,23723.0,JavaScript,SQL,MySQL,PostgreSQL,Linux,Linux,Django,jQuery,Sublime Text
70819,23724.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,DynamoDB,AWS,AWS,Django,Vue.js,Vim
70827,23727.0,C#,C#,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
70828,23727.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Windows,iOS,jQuery,jQuery,Visual Studio Code
70831,23728.0,Java,Java,MySQL,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
70832,23728.0,JavaScript,JavaScript,SQLite,MongoDB,Other(s):,Google Cloud Platform,Express,Express,Atom
70836,23730.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
70840,23732.0,C#,C#,SQLite,SQLite,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
70843,23734.0,C#,Python,MariaDB,Cassandra,Microsoft Azure,AWS,ASP.NET,Angular/Angular.js,RStudio
70847,23737.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Firebase,AWS,Android,Other(s):,Flask,Coda
70861,23748.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
70867,23750.0,Go,Elixir,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Vue.js,IntelliJ
70868,23750.0,HTML/CSS,F#,MariaDB,Firebase,Docker,Docker,Express,Other(s):,PyCharm
70878,23751.0,HTML/CSS,Python,DynamoDB,DynamoDB,AWS,AWS,Flask,Flask,IPython / Jupyter
70879,23751.0,JavaScript,Rust,Elasticsearch,Elasticsearch,Docker,Docker,React.js,Ruby on Rails,Visual Studio Code
70884,23752.0,C#,C#,Microsoft SQL Server,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
70889,23762.0,Bash/Shell/PowerShell,Go,DynamoDB,MySQL,Android,Android,Express,React.js,Android Studio
70890,23762.0,Go,JavaScript,MySQL,Redis,AWS,AWS,Laravel,Other(s):,Visual Studio Code
70900,23763.0,C#,C#,MySQL,MySQL,Android,Android,Drupal,Drupal,Android Studio
70901,23763.0,Java,Go,Oracle,PostgreSQL,AWS,AWS,Other(s):,Spring,IntelliJ
70908,23764.0,Bash/Shell/PowerShell,Clojure,DynamoDB,DynamoDB,Docker,Docker,React.js,React.js,IntelliJ
70912,23767.0,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,AWS,AWS,Express,Express,Vim
70913,23767.0,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Docker,Docker,Other(s):,Other(s):,Visual Studio
70923,23771.0,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Notepad++
70936,23776.0,HTML/CSS,HTML/CSS,MariaDB,MySQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Atom
70951,23785.0,C#,C#,Oracle,Oracle,Windows,Windows,ASP.NET,ASP.NET,Notepad++
70955,23788.0,HTML/CSS,HTML/CSS,MongoDB,Firebase,Linux,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
70966,23792.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Android,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio
70967,23792.0,C#,C#,Elasticsearch,Elasticsearch,AWS,Linux,ASP.NET,ASP.NET,Notepad++
70968,23792.0,HTML/CSS,F#,MongoDB,Microsoft SQL Server,Linux,Microsoft Azure,jQuery,jQuery,PyCharm
70969,23792.0,JavaScript,SQL,Microsoft SQL Server,Redis,Microsoft Azure,Windows,React.js,React.js,Vim
70973,23793.0,C#,C#,MongoDB,Cassandra,AWS,AWS,ASP.NET,Vue.js,Visual Studio
70986,23797.0,HTML/CSS,Python,MySQL,PostgreSQL,AWS,AWS,Other(s):,React.js,PHPStorm
70990,23798.0,Java,C#,Microsoft SQL Server,Cassandra,Microsoft Azure,Docker,React.js,ASP.NET,Eclipse
70991,23798.0,JavaScript,F#,MySQL,Couchbase,Windows,Microsoft Azure,Spring,React.js,IntelliJ
70996,23802.0,HTML/CSS,JavaScript,MySQL,MySQL,Heroku,Heroku,React.js,React.js,IPython / Jupyter
70997,23802.0,JavaScript,Python,PostgreSQL,PostgreSQL,Linux,Linux,Ruby on Rails,Ruby on Rails,Visual Studio Code
71011,23813.0,Go,Go,Elasticsearch,Cassandra,Docker,AWS,Ruby on Rails,Django,Vim
71025,23824.0,C#,Go,Elasticsearch,Firebase,Android,Docker,Angular/Angular.js,Express,Atom
71026,23824.0,HTML/CSS,HTML/CSS,MongoDB,PostgreSQL,Google Cloud Platform,Google Cloud Platform,Django,React.js,IntelliJ
71027,23824.0,Java,Java,Microsoft SQL Server,Redis,iOS,Kubernetes,Express,Vue.js,Visual Studio
71033,23830.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,AWS,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
71034,23830.0,C#,HTML/CSS,Firebase,Couchbase,Docker,Arduino,Express,Express,IntelliJ
71035,23830.0,HTML/CSS,Java,MariaDB,Elasticsearch,Google Cloud Platform,AWS,jQuery,jQuery,Notepad++
71036,23830.0,Java,JavaScript,MongoDB,Firebase,Linux,Docker,Spring,React.js,Vim
71042,23832.0,HTML/CSS,Go,MongoDB,Firebase,MacOS,AWS,Express,Express,Eclipse
71050,23834.0,Java,Java,PostgreSQL,PostgreSQL,Docker,AWS,Spring,Spring,IntelliJ
71053,23835.0,HTML/CSS,TypeScript,MongoDB,Firebase,AWS,Google Cloud Platform,Express,React.js,Visual Studio Code
71067,23837.0,Bash/Shell/PowerShell,Rust,Cassandra,PostgreSQL,AWS,AWS,Django,Django,Atom
71075,23838.0,HTML/CSS,JavaScript,Elasticsearch,DynamoDB,AWS,AWS,React.js,Express,PHPStorm
71081,23839.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Microsoft SQL Server,Heroku,Linux,ASP.NET,ASP.NET,Notepad++
71087,23840.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
71093,23846.0,C++,C++,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
71094,23846.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Sublime Text
71095,23846.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Kubernetes,Kubernetes,Express,Express,Vim
71099,23849.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio
71103,23851.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Linux,jQuery,Angular/Angular.js,Atom
71109,23855.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,React.js,React.js,IntelliJ
71114,23857.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,React.js,Visual Studio
71119,23860.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Couchbase,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Atom
71120,23860.0,HTML/CSS,C,Elasticsearch,MariaDB,Docker,Docker,Django,Express,Eclipse
71126,23861.0,HTML/CSS,C++,Firebase,Firebase,Android,Android,React.js,React.js,Android Studio
71133,23862.0,HTML/CSS,HTML/CSS,MariaDB,PostgreSQL,Linux,Linux,jQuery,jQuery,PHPStorm
71138,23865.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Arduino,Arduino,Angular/Angular.js,Django,Notepad++
71145,23870.0,Java,Dart,MongoDB,Firebase,IBM Cloud or Watson,Android,Angular/Angular.js,Angular/Angular.js,Atom
71152,23871.0,C#,C#,MySQL,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
71167,23875.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Express,Angular/Angular.js,TextMate
71168,23875.0,C#,Dart,MySQL,PostgreSQL,Docker,Docker,React.js,Express,Vim
71174,23876.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Visual Studio
71175,23876.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,iOS,iOS,ASP.NET,ASP.NET,Visual Studio Code
71191,23883.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,ASP.NET,ASP.NET,Android Studio
71192,23883.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Raspberry Pi,jQuery,jQuery,Notepad++
71202,23887.0,Bash/Shell/PowerShell,Elixir,MongoDB,Couchbase,Docker,AWS,Angular/Angular.js,Express,Atom
71220,23897.0,Clojure,Clojure,MongoDB,Other(s):,AWS,AWS,Angular/Angular.js,React.js,Emacs
71235,23904.0,Bash/Shell/PowerShell,Other(s):,MySQL,PostgreSQL,AWS,AWS,Vue.js,Vue.js,Emacs
71243,23905.0,Bash/Shell/PowerShell,JavaScript,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
71249,23907.0,HTML/CSS,JavaScript,MariaDB,Cassandra,Other(s):,Other(s):,jQuery,Angular/Angular.js,IntelliJ
71268,23915.0,HTML/CSS,HTML/CSS,Elasticsearch,PostgreSQL,Android,Android,jQuery,jQuery,Android Studio
71273,23920.0,HTML/CSS,JavaScript,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Sublime Text
71278,23923.0,Java,Java,MongoDB,MongoDB,AWS,AWS,Express,Express,Eclipse
71279,23923.0,JavaScript,JavaScript,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,React.js,React.js,Vim
71280,23923.0,Python,Python,MySQL,MySQL,Linux,Linux,Spring,Spring,Visual Studio Code
71292,23926.0,Bash/Shell/PowerShell,Java,Oracle,Elasticsearch,Linux,AWS,jQuery,Angular/Angular.js,Eclipse
71308,23930.0,C#,C#,MariaDB,MongoDB,MacOS,MacOS,Express,Express,Visual Studio Code
71313,23934.0,Bash/Shell/PowerShell,Go,DynamoDB,PostgreSQL,AWS,Android,React.js,React.js,Visual Studio Code
71323,23946.0,HTML/CSS,C#,MySQL,MariaDB,Linux,Linux,jQuery,Angular/Angular.js,Coda
71328,23947.0,Bash/Shell/PowerShell,C,MySQL,Elasticsearch,Android,Arduino,ASP.NET,ASP.NET,Android Studio
71329,23947.0,C++,TypeScript,PostgreSQL,MariaDB,Arduino,AWS,React.js,React.js,IntelliJ
71340,23950.0,C#,C#,MySQL,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Vim
